"manufacturer","line","engineSize","transmission","sizeClass","cylinders","driveSystem","indexNumber","mpgCity","mpgHighway","mpgCombined","unrndCityEPA","unrndHwyEPA","unrndCompEPA","fuelType","releaseDate","units","source","algorithm"
"SAAB","9-5 SPORTCOMBI",2.3,"Auto(S5)","MIDSIZE STATION WAGONS",4,"F",71,17,26,20,21.114,36.831,26.132,"premium gas","08/14/07",,"http://www.fueleconomy.gov",
"ACURA","TSX",2.4,"Manual(M6)","COMPACT CARS",4,"F",9,19,28,22,24.2,38.5,29.057,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"ACURA","TSX",2.4,"Auto(S5)","COMPACT CARS",4,"F",9,20,28,23,24.9,39.7,29.919,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COBALT",2.4,"Auto(L4)","SUBCOMPACT CARS",4,"F",59,22,31,25,27.9,43.1,33.163,"premium gas","07/31/07",,"http://www.fueleconomy.gov",
"CHEVROLET","COBALT",2.4,"Manual(M5)","SUBCOMPACT CARS",4,"F",60,22,32,26,28.2,44.8,33.843,"premium gas","06/22/07",,"http://www.fueleconomy.gov",
"CHEVROLET","HHR FWD",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",44,22,28,24,27.3,39.6,31.736,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","HHR FWD",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",45,20,28,23,25.3,39.9,30.287,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","HHR PANEL FWD",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",48,22,28,24,27.3,39.7,31.765,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","HHR PANEL FWD",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",49,20,29,23,25.4,40.1,30.418,"premium gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","MALIBU",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",38,22,30,25,27.3,42.3,32.484,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"CHEVROLET","MALIBU HYBRID",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",21,24,32,27,30.6,44.9,35.719,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",601,18,24,21,23,34.1,26.947,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",600,19,24,21,23.7,34.1,27.47,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",601,20,25,22,25.2,34.9,28.802,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",600,21,26,23,26.55,36.686,30.32,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER CONVERTIBLE",2.4,"Auto(L4)","COMPACT CARS",4,"F",601,18,24,21,23,34.1,26.947,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER CONVERTIBLE",2.4,"Auto(L4)","COMPACT CARS",4,"F",600,19,24,21,23.7,34.1,27.47,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER CONVERTIBLE",2.4,"Manual(M5)","COMPACT CARS",4,"F",601,20,25,22,25.2,34.9,28.802,"premium gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","PT CRUISER CONVERTIBLE",2.4,"Manual(M5)","COMPACT CARS",4,"F",600,21,26,23,26.55,36.686,30.32,"regular gas","06/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",854,21,30,24,26.9,41.7,32.013,"regular gas","01/12/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING CONVERTIBLE",2.4,"Auto(L4)","SUBCOMPACT CARS",4,"F",855,20,29,23,25.3,40.1,30.339,"regular gas","08/01/07",,"http://www.fueleconomy.gov",
"DODGE","AVENGER",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",854,21,30,24,26.9,41.7,32.013,"regular gas","01/12/07",,"http://www.fueleconomy.gov",
"DODGE","CALIBER",2.4,"Auto(AV)","COMPACT CARS",4,"F",880,21,25,23,27.1,35.3,30.264,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"DODGE","CALIBER",2.4,"Manual(M5)","COMPACT CARS",4,"F",760,23,29,25,29.6,40.1,33.554,"regular gas","07/01/07",,"http://www.fueleconomy.gov",
"DODGE","CALIBER AWD",2.4,"Auto(AV)","COMPACT CARS",4,4,757,21,24,22,26.3,33.6,29.15,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 2DR COUPE",2.4,"Auto(L5)","COMPACT CARS",4,"F",8,21,30,24,26.2,42.265,31.606,"regular gas","09/20/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 2DR COUPE",2.4,"Manual(M5)","COMPACT CARS",4,"F",8,22,31,25,27.9,43.5,33.269,"regular gas","09/20/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 4DR SEDAN",2.4,"Auto(L5)","LARGE CARS",4,"F",7,21,31,24,26.511,42.942,32.025,"regular gas","09/12/07",,"http://www.fueleconomy.gov",
"HONDA","ACCORD 4DR SEDAN",2.4,"Manual(M5)","LARGE CARS",4,"F",7,22,31,25,27.804,43.112,33.091,"regular gas","09/12/07",,"http://www.fueleconomy.gov",
"HONDA","CR-V 2WD",2.4,"Auto(L5)","S.U.V. - 2WD",4,"F",17,20,27,23,25.3,37.8,29.723,"regular gas","09/03/07",,"http://www.fueleconomy.gov",
"HONDA","CR-V 4WD",2.4,"Auto(L5)","S.U.V. - 4WD",4,4,17,20,26,22,24.862,35.626,28.774,"regular gas","09/03/07",,"http://www.fueleconomy.gov",
"HONDA","ELEMENT 2WD",2.4,"Auto(L5)","S.U.V. - 2WD",4,"F",18,20,25,22,24.8,34.3,28.331,"regular gas","06/13/07",,"http://www.fueleconomy.gov",
"HONDA","ELEMENT 2WD",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",18,18,23,20,23.2,31.9,26.446,"regular gas","06/13/07",,"http://www.fueleconomy.gov",
"HONDA","ELEMENT 4WD",2.4,"Auto(L5)","S.U.V. - 4WD",4,4,18,19,24,21,23.8,33.5,27.366,"regular gas","06/13/07",,"http://www.fueleconomy.gov",
"HONDA","ELEMENT 4WD",2.4,"Manual(M5)","S.U.V. - 4WD",4,4,18,18,23,20,23.2,31.3,26.258,"regular gas","06/13/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SONATA",2.4,"Auto(L4)","LARGE CARS",4,"F",1,21,30,24,26.5,42.8,31.981,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"HYUNDAI","SONATA",2.4,"Manual(M5)","LARGE CARS",4,"F",1,21,31,25,27.1,43.7,32.688,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"JEEP","COMPASS 2WD",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",907,23,28,25,29.3,39.2,33.057,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","COMPASS 4WD",2.4,"Auto(AV)","S.U.V. - 4WD",4,4,757,21,24,22,26.3,33.6,29.15,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","COMPASS 4WD",2.4,"Manual(M5)","S.U.V. - 4WD",4,4,852,22,27,24,28.4,38.1,32.075,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","PATRIOT 2WD",2.4,"Manual(M5)","S.U.V. - 2WD",4,"F",907,23,28,25,29.3,39.2,33.057,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","PATRIOT 4WD",2.4,"Auto(AV)","S.U.V. - 4WD",4,4,757,21,24,22,26.3,33.6,29.15,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","PATRIOT 4WD",2.4,"Auto(AV)","S.U.V. - 4WD",4,4,759,20,22,21,26.3,33.6,29.15,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"JEEP","PATRIOT 4WD",2.4,"Manual(M5)","S.U.V. - 4WD",4,4,852,22,27,24,28.4,38.1,32.075,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"KIA","OPTIMA",2.4,"Auto(L5)","MIDSIZE CARS",4,"F",6,21,31,25,26.9,43.4,32.452,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","OPTIMA",2.4,"Manual(M5)","MIDSIZE CARS",4,"F",6,21,31,25,27.1,43.6,32.662,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"KIA","RONDO",2.4,"Auto(L4)","MIDSIZE STATION WAGONS",4,"F",8,19,26,22,23.8,36.7,28.272,"regular gas","07/18/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE",2.4,"Manual(M5)","SUBCOMPACT CARS",4,"F",21,20,28,23,25.155,38.633,29.84,"regular gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE",2.4,"Auto(S4)","SUBCOMPACT CARS",4,"F",21,20,26,22,24.921,36.539,29.082,"regular gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE SPYDER",2.4,"Manual(M5)","MINICOMPACT CARS",4,"F",26,19,26,22,24.23,36.981,28.68,"regular gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","ECLIPSE SPYDER",2.4,"Auto(S4)","MINICOMPACT CARS",4,"F",26,19,26,22,24.218,36.27,28.476,"regular gas","04/02/07",,"http://www.fueleconomy.gov",
"MITSUBISHI","GALANT",2.4,"Auto(S4)","MIDSIZE CARS",4,"F",31,20,27,23,25.346,38.092,29.839,"regular gas","08/01/07",,"http://www.fueleconomy.gov",
"PONTIAC","G5/PURSUIT",2.4,"Auto(L4)","SUBCOMPACT CARS",4,"F",59,22,31,25,27.9,43.1,33.163,"premium gas","07/31/07",,"http://www.fueleconomy.gov",
"PONTIAC","G5/PURSUIT",2.4,"Manual(M5)","SUBCOMPACT CARS",4,"F",60,22,32,26,28.2,44.8,33.843,"premium gas","06/22/07",,"http://www.fueleconomy.gov",
"PONTIAC","G6",2.4,"Auto(L4)","COMPACT CARS",4,"F",38,22,30,25,27.3,42.3,32.484,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","SOLSTICE",2.4,"Auto(L5)","TWO SEATERS",4,"R",17,19,24,21,24.2,33.4,27.624,"premium gas","07/15/07",,"http://www.fueleconomy.gov",
"PONTIAC","SOLSTICE",2.4,"Manual(M5)","TWO SEATERS",4,"R",18,19,25,21,23.6,34.8,27.597,"premium gas","07/15/07",,"http://www.fueleconomy.gov",
"SATURN","AURA",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",38,22,30,25,27.3,42.3,32.484,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"SATURN","AURA HYBRID",2.4,"Auto(L4)","MIDSIZE CARS",4,"F",21,24,32,27,30.6,44.9,35.719,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"SATURN","SKY",2.4,"Auto(L5)","TWO SEATERS",4,"R",17,19,24,21,24.2,33.4,27.624,"premium gas","07/15/07",,"http://www.fueleconomy.gov",
"SATURN","SKY",2.4,"Manual(M5)","TWO SEATERS",4,"R",18,19,25,21,23.6,34.8,27.597,"premium gas","07/15/07",,"http://www.fueleconomy.gov",
"SATURN","VUE FWD",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",6,19,26,22,23.8,36.7,28.272,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY",2.4,"Auto(L5)","MIDSIZE CARS",4,"F",31,21,31,25,27.254,44.031,32.894,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY",2.4,"Manual(M5)","MIDSIZE CARS",4,"F",31,21,31,25,27,43.1,32.456,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY HYBRID",2.4,"Auto(AV)","MIDSIZE CARS",4,"F",10,33,34,34,44.245,48.2,45.942,"regular gas","07/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY SOLARA",2.4,"Manual(M5)","COMPACT CARS",4,"F",31,21,31,25,27,43.1,32.456,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","CAMRY SOLARA",2.4,"Auto(S5)","COMPACT CARS",4,"F",31,22,31,25,27.442,43.924,33.017,"regular gas","07/05/07",,"http://www.fueleconomy.gov",
"TOYOTA","RAV4 2WD",2.4,"Auto(L4)","S.U.V. - 2WD",4,"F",20,21,27,24,26.819,38.123,30.949,"regular gas","08/17/07",,"http://www.fueleconomy.gov",
"TOYOTA","RAV4 4WD",2.4,"Auto(L4)","S.U.V. - 4WD",4,4,20,20,25,22,25.558,35.493,29.241,"regular gas","08/17/07",,"http://www.fueleconomy.gov",
"TOYOTA","SCION TC",2.4,"Auto(L4)","SUBCOMPACT CARS",4,"F",5,21,29,24,26,40.2,30.914,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","SCION TC",2.4,"Manual(M5)","SUBCOMPACT CARS",4,"F",5,20,27,23,25.6,38.2,30.062,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","SCION XB",2.4,"Manual(M5)","SMALL STATION WAGONS",4,"F",6,22,28,24,27.624,38.7,31.708,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"TOYOTA","SCION XB",2.4,"Auto(S4)","SMALL STATION WAGONS",4,"F",6,22,28,24,27.4,38.7,31.545,"regular gas","04/15/07",,"http://www.fueleconomy.gov",
"VOLVO","C30 FWD",2.4,"Manual(M5)","COMPACT CARS",5,"F",8,20,28,23,25,39.7,29.999,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","C30 FWD",2.4,"Auto(S5)","COMPACT CARS",5,"F",8,20,28,23,25,39.5,29.947,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 FWD",2.4,"Manual(M5)","COMPACT CARS",5,"F",8,20,28,23,25,39.7,29.999,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 FWD",2.4,"Auto(S5)","COMPACT CARS",5,"F",8,20,28,23,25,39.5,29.947,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 FWD",2.4,"Manual(M6)","COMPACT CARS",5,"F",2,18,26,21,22.9,35.6,27.279,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 FWD",2.4,"Auto(S5)","COMPACT CARS",5,"F",2,18,26,21,22.109,36.269,26.821,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 FWD",2.4,"Manual(M5)","SMALL STATION WAGONS",5,"F",8,20,28,23,25,39.7,29.999,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 FWD",2.4,"Auto(S5)","SMALL STATION WAGONS",5,"F",8,20,28,23,25,39.5,29.947,"premium gas","07/02/07",,"http://www.fueleconomy.gov",
"LEXUS","IS 250",2.5,"Manual(M6)","SUBCOMPACT CARS",6,"R",11,18,26,21,22.9,36.8,27.589,"premium gas","08/22/07",,"http://www.fueleconomy.gov",
"LEXUS","IS 250",2.5,"Auto(S6)","SUBCOMPACT CARS",6,"R",11,21,29,24,26.763,41.104,31.747,"premium gas","08/22/07",,"http://www.fueleconomy.gov",
"LEXUS","IS 250 AWD",2.5,"Auto(S6)","SUBCOMPACT CARS",6,4,11,20,26,22,24.59,36.29,28.763,"premium gas","08/22/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA",2.5,"Auto(AV)","MIDSIZE CARS",4,"F",23,23,31,26,29.325,43.325,34.315,"regular gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA",2.5,"Manual(M6)","MIDSIZE CARS",4,"F",23,23,32,26,29.354,45.444,34.918,"regular gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA COUPE",2.5,"Auto(AV)","SUBCOMPACT CARS",4,"F",23,23,31,26,29.325,43.325,34.315,"regular gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA COUPE",2.5,"Manual(M6)","SUBCOMPACT CARS",4,"F",23,23,32,26,29.354,45.444,34.918,"regular gas","08/02/07",,"http://www.fueleconomy.gov",
"NISSAN","ALTIMA HYBRID",2.5,"Auto(AV)","MIDSIZE CARS",4,"F",31,35,33,34,46.8,46.6,46.71,"regular gas","08/23/07",,"http://www.fueleconomy.gov",
"NISSAN","FRONTIER 2WD",2.5,"Auto(L5)","SMALL PICKUP TRUCKS 2WD",4,"R",81,17,22,19,20.8,30.2,24.188,"regular gas","08/24/07",,"http://www.fueleconomy.gov",
"NISSAN","FRONTIER 2WD",2.5,"Manual(M5)","SMALL PICKUP TRUCKS 2WD",4,"R",81,19,23,21,24.5,31.8,27.323,"regular gas","08/24/07",,"http://www.fueleconomy.gov",
"NISSAN","ROGUE AWD",2.5,"Auto(AV)","S.U.V. - 4WD",4,4,82,21,26,23,27.042,35.926,30.428,"regular gas","09/18/07",,"http://www.fueleconomy.gov",
"NISSAN","ROGUE FWD",2.5,"Auto(AV)","S.U.V. - 2WD",4,"F",82,22,27,24,28.6,38.4,32.311,"regular gas","09/18/07",,"http://www.fueleconomy.gov",
"NISSAN","SENTRA",2.5,"Auto(AV)","MIDSIZE CARS",4,"F",21,24,30,26,30.3,42.5,34.795,"regular gas","07/30/07",,"http://www.fueleconomy.gov",
"NISSAN","SENTRA",2.5,"Manual(M6)","MIDSIZE CARS",4,"F",21,21,29,24,26.576,40.071,31.323,"premium gas","07/30/07",,"http://www.fueleconomy.gov",
"SUBARU","FORESTER AWD",2.5,"Auto(L4)","S.U.V. - 4WD",4,4,22,18,23,20,22.7,31.8,26.055,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","FORESTER AWD",2.5,"Auto(L4)","S.U.V. - 4WD",4,4,20,20,26,22,25.11,35.589,28.946,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","FORESTER AWD",2.5,"Manual(M5)","S.U.V. - 4WD",4,4,22,19,24,21,23.845,34.056,27.564,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","FORESTER AWD",2.5,"Manual(M5)","S.U.V. - 4WD",4,4,20,20,27,22,24.729,37.585,29.227,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA AWD",2.5,"Manual(M5)","COMPACT CARS",4,4,22,19,24,21,23.845,34.056,27.564,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA AWD",2.5,"Manual(M5)","COMPACT CARS",4,4,20,20,27,22,24.729,37.585,29.227,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA AWD",2.5,"Auto(S4)","COMPACT CARS",4,4,22,20,25,22,24.799,35.029,28.551,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA AWD",2.5,"Auto(S4)","COMPACT CARS",4,4,20,20,27,22,25.077,37.137,29.369,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,"Manual(M5)","SMALL STATION WAGONS",4,4,22,19,24,21,23.845,34.056,27.564,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,"Manual(M5)","SMALL STATION WAGONS",4,4,20,20,27,22,24.729,37.585,29.227,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,"Auto(S4)","SMALL STATION WAGONS",4,4,22,20,25,22,24.799,35.029,28.551,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","IMPREZA WGN/OUTBACK SPT AWD",2.5,"Auto(S4)","SMALL STATION WAGONS",4,4,20,20,27,22,25.077,37.137,29.369,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",2.5,"Manual(M5)","COMPACT CARS",4,4,22,19,24,21,23.845,34.056,27.564,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",2.5,"Manual(M5)","COMPACT CARS",4,4,20,20,27,22,24.729,37.585,29.227,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",2.5,"Manual(M6)","COMPACT CARS",4,4,22,17,24,20,21.3,33.7,25.527,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",2.5,"Auto(S4)","COMPACT CARS",4,4,20,20,27,22,25.077,37.137,29.369,"regular gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","LEGACY AWD",2.5,"Auto(S5)","COMPACT CARS",4,4,22,18,24,20,22.1,33.6,26.124,"premium gas","06/06/07",,"http://www.fueleconomy.gov",
"SUBARU","OUTBACK WAGON AWD",2.5,"Manual(M5)","S.U.V. - 4WD",4,4,23,18,24,20,22.3,33.5,26.249,"premium gas","03/06/07",,"http://www.fueleconomy.gov",
"SUBARU","OUTBACK WAGON AWD",2.5,"Manual(M5)","S.U.V. - 4WD",4,4,21,19,26,22,24.118,36.009,28.328,"regular gas","03/06/07",,"http://www.fueleconomy.gov",
"SUBARU","OUTBACK WAGON AWD",2.5,"Auto(S4)","S.U.V. - 4WD",4,4,21,20,26,22,25,36.9,29.244,"regular gas","03/06/07",,"http://www.fueleconomy.gov",
"SUBARU","OUTBACK WAGON AWD",2.5,"Auto(S5)","S.U.V. - 4WD",4,4,23,18,24,20,22.2,32.8,25.978,"premium gas","03/06/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","JETTA",2.5,"Manual(M5)","COMPACT CARS",5,"F",21,21,29,24,24.106,39.494,29.231,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","JETTA",2.5,"Auto(S6)","COMPACT CARS",5,"F",21,21,29,24,24.746,39.46,29.736,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","JETTA SPORTWAGEN",2.5,"Manual(M5)","SMALL STATION WAGONS",5,"F",21,21,29,24,24.106,39.494,29.231,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","JETTA SPORTWAGEN",2.5,"Auto(S6)","SMALL STATION WAGONS",5,"F",21,21,29,24,24.746,39.46,29.736,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","NEW BEETLE",2.5,"Manual(M5)","SUBCOMPACT CARS",5,"F",17,20,28,23,25.025,39.345,29.926,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","NEW BEETLE",2.5,"Auto(S6)","SUBCOMPACT CARS",5,"F",17,20,29,23,25.203,40.8,30.439,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","NEW BEETLE CONVERTIBLE",2.5,"Manual(M5)","MINICOMPACT CARS",5,"F",17,20,28,23,25.224,39.165,30.035,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","NEW BEETLE CONVERTIBLE",2.5,"Auto(S6)","MINICOMPACT CARS",5,"F",17,20,28,23,24.831,39.734,29.873,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","RABBIT",2.5,"Manual(M5)","COMPACT CARS",5,"F",21,22,29,24,24.394,39.651,29.503,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLKSWAGEN","RABBIT",2.5,"Auto(S6)","COMPACT CARS",5,"F",21,21,29,24,24.746,39.46,29.736,"regular gas","06/15/07",,"http://www.fueleconomy.gov",
"VOLVO","C30 FWD",2.5,"Manual(M6)","COMPACT CARS",5,"F",3,19,28,23,24.4,39.5,29.47,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","C30 FWD",2.5,"Auto(S5)","COMPACT CARS",5,"F",3,19,27,22,23.899,38.447,28.803,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","C70 CONVERTIBLE",2.5,"Manual(M6)","SUBCOMPACT CARS",5,"F",3,18,27,21,23.1,37.1,27.825,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","C70 CONVERTIBLE",2.5,"Auto(S5)","SUBCOMPACT CARS",5,"F",3,18,26,21,23,36.5,27.592,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 AWD",2.5,"Manual(M6)","COMPACT CARS",5,4,3,17,25,20,21.7,35.5,26.301,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 AWD",2.5,"Auto(S5)","COMPACT CARS",5,4,3,18,26,21,22.147,36.471,26.902,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 FWD",2.5,"Manual(M6)","COMPACT CARS",5,"F",3,19,28,23,24.4,39.5,29.47,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S40 FWD",2.5,"Auto(S5)","COMPACT CARS",5,"F",3,19,27,22,23.899,38.447,28.803,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 AWD",2.5,"Auto(L5)","COMPACT CARS",5,4,3,17,26,21,21.9,36.544,26.718,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 AWD",2.5,"Auto(S5)","COMPACT CARS",5,4,3,18,26,21,22.147,36.471,26.902,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 FWD",2.5,"Auto(L5)","COMPACT CARS",5,"F",3,19,27,22,23.4,37.6,28.191,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","S60 FWD",2.5,"Auto(S5)","COMPACT CARS",5,"F",3,19,27,22,23.899,38.447,28.803,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 AWD",2.5,"Manual(M6)","SMALL STATION WAGONS",5,4,3,17,25,20,21.7,35.5,26.301,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 AWD",2.5,"Auto(S5)","SMALL STATION WAGONS",5,4,3,18,26,21,22.147,36.471,26.902,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 FWD",2.5,"Manual(M6)","SMALL STATION WAGONS",5,"F",3,19,28,23,24.4,39.5,29.47,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"VOLVO","V50 FWD",2.5,"Auto(S5)","SMALL STATION WAGONS",5,"F",3,19,27,22,23.899,38.447,28.803,"premium gas","06/29/07",,"http://www.fueleconomy.gov",
"CHRYSLER","300/SRT-8",2.7,"Auto(L4)","LARGE CARS",6,"R",912,18,26,21,23.1,35.899,27.514,"regular gas","06/29/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",962,19,27,22,24.2,38.3,29.005,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",863,13,20,16,16.9,27.8,20.521,"ethanol","04/01/07",,"http://www.fueleconomy.gov",
"CHRYSLER","SEBRING",2.7,"Auto(L4)","MIDSIZE CARS",6,"F",862,19,27,22,24.2,38.3,29.005,"regular gas","04/01/07",,"http://www.fueleconomy.gov",
